name,steam_appid,required_age,controller_support,supported_languages,developers,publishers,platforms,categories,genres,release_date,followers,estimated_wishlists,tags,price,estimated_revenue,currency,owners,average_forever,average_2weeks,median_forever,median_2weeks,concurrent_users,total_positive,total_negative,total_reviews
PopIt!,3138280,0,none,English,DRU Games,DRU Games,windows,"Single-player,Family Sharing",Casual,"Aug 24, 2024",4,48,"Casual,Arcade,Point & Click,2D,Cartoony,Colorful,Atmospheric,Relaxing,Physics,Singleplayer,Clicker,Destruction",0.99,47,USD,"0 .. 20,000",0,0,0,0,0,2,0,2
Tchunk,2793270,0,none,English,Velli Media,Velli Media,windows,"Single-player,Steam Cloud,Family Sharing","Adventure,Casual,Indie","Jan 1, 2025",194,2328,"Casual,Adventure,Indie,Relaxing,Open World,Short,Colorful,Walking Simulator,Exploration,Dog,Choose Your Own Adventure,Cute,Third Person,Fantasy,Nonlinear,Singleplayer",4.99,1543,USD,"0 .. 20,000",0,0,0,0,0,9,4,13
Fighting,2715260,0,none,"English, French, German, Spanish - Spain, Turkish, Japanese, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Spanish - Latin America, Korean",Loong,Loong,windows,"Single-player,Steam Achievements,Steam Cloud,Family Sharing",RPG,"Dec 26, 2023",22,264,"RPG,Action Roguelike,3D Platformer,Action RPG,3D Fighter,Action-Adventure,Third Person,3D Vision,Game Development,Combat,Singleplayer",5.99,285,USD,"0 .. 20,000",0,0,0,0,0,1,1,2
How to turn a Cherry tree spirit into an idol,3023680,0,none,"English, Japanese, Korean","AFTERTIME.INC,Bigtail Village",NBOXGAMES.INC,windows,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Indie,Simulation","Jul 2, 2024",64,768,"Simulation,Visual Novel,Dating Sim,2D Platformer,Choose Your Own Adventure,2D,Cute,Cartoon,Cartoony,Comic Book,Anime,Indie,Text-Based,Romance,Conversation,Story Rich,Singleplayer",14.99,1070,USD,"0 .. 20,000",0,0,0,0,0,3,0,3
2D Owen,1490880,0,full,"English, Polish",Łukasz Marciniak,Łukasz Marciniak,windows,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Indie","Dec 20, 2020",23,276,"Action,Platformer,Shooter,Arcade,2D Platformer,Side Scroller,Colorful,Cartoony,Retro,Indie,Linear,Singleplayer,2D",1.99,94,USD,"0 .. 20,000",0,0,0,0,0,2,0,2
Whispers In The Woods,3326050,0,none,English,BrewVistaStudio,BrewVistaStudio,windows,"Single-player,Family Sharing","Action,Adventure","Jan 5, 2025",16,192,"Action,Female Protagonist,Adventure,First-Person,Psychological Horror,Realistic,3D,Horror,Singleplayer",2.99,355,USD,"0 .. 20,000",0,0,0,0,0,0,5,5
A Second Chance,908960,0,none,"English, French",Gamebringer,Gamebringer,windows,"Single-player,Family Sharing","Adventure,Indie,RPG,Simulation,Early Access","Jan 7, 2019",50,600,"Indie,Early Access,Adventure,RPG,Simulation",7.99,190,USD,"0 .. 20,000",0,0,0,0,0,1,0,1
Antichamber,219890,0,none,English,Alexander Bruce,Demruth,"windows,mac,linux","Single-player,Steam Trading Cards,Family Sharing","Adventure,Indie","Jan 31, 2013",18950,227400,"Puzzle,First-Person,Indie,Surreal,Exploration,Singleplayer,Abstract,Nonlinear,Adventure,Minimalist,Difficult,Atmospheric,Psychedelic,Psychological,Colorful,Great Soundtrack,Metroidvania,Replay Value,Sci-fi,Platformer",19.99,6161593,USD,"1,000,000 .. 2,000,000",0,0,0,0,14,12339,612,12951
Save the Biros VR,1104010,0,none,"English, French",Dark Games,Dark Games,windows,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Family Sharing",Indie,"Jul 4, 2019",12,144,"Indie,VR",1.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Bounty Hunter: Ocean Diver,830510,0,none,English,Salsawi,Salsawi Games,windows,"Single-player,Family Sharing","Action,Casual,Indie","Apr 9, 2018",26,312,"Action,Indie,Casual",1.99,94,USD,"0 .. 20,000",0,0,0,0,0,0,2,2
KAREN SEES,1791680,0,full,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Danish, Finnish, Simplified Chinese, Greek, Indonesian, Japanese, Korean, Dutch, Norwegian, Polish, Portuguese - Brazil, Romanian, Russian, Spanish - Latin America, Swedish, Thai, Czech, Traditional Chinese, Turkish, Ukrainian, Hungarian, Vietnamese, Portuguese - Portugal, Afrikaans, Albanian, Amharic, Armenian, Assamese, Azerbaijani, Basque, Belarusian, Bangla, Bosnian, Cherokee, Dari, Estonian, Filipino, Galician, Georgian, Gujarati, Hausa, Hebrew, Hindi, Igbo, Irish, Icelandic, Kannada, Catalan, Kazakh, Khmer, Kyrgyz, Konkani, Croatian, Latvian, Lithuanian, Luxembourgish, Scots, Macedonian, Malayalam, Malay, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Persian, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Quechua, K'iche', Kinyarwanda, Serbian, Sindhi, Sinhala, Slovak, Slovenian, Sorani, Sotho, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Uyghur, Urdu, Uzbek, Valencian, Welsh, Wolof, Xhosa, Yoruba, Zulu",Sluggioh,Sluggioh,windows,"Single-player,Steam Achievements,Full controller support,Stats,Family Sharing","Action,Adventure,Indie,Strategy","Feb 4, 2022",181,2172,"Horror,Sandbox,Stealth,Action-Adventure,Strategy,First-Person,Exploration,Open World,Dark Humor,Controller,Colorful,Thriller,Artificial Intelligence,Atmospheric,Survival,Adventure,Action,Singleplayer,Indie,Memes",4.99,4869,USD,"50,000 .. 100,000",0,0,0,0,0,33,8,41
Make Them Walk,2511350,0,none,English,"Kushagra Pratap Singh,Timo Braun",Creative Square Studio,windows,"Single-player,Family Sharing","Indie,Strategy","Jul 30, 2023",29,348,"Tower Defense,Resource Management,Turn-Based Strategy,Strategy,Grid-Based Movement,Turn-Based Tactics,Fantasy,Magic,Medieval,Stylized,Auto Battler,Tutorial,Top-Down,Cartoony,Base Building,Demons,3D,Artificial Intelligence,Roguelite,Singleplayer",5.99,1425,USD,"20,000 .. 50,000",0,0,0,0,0,7,3,10
In Search Of You,2963510,0,none,"English, Simplified Chinese, Traditional Chinese",Celestial Star Studios,Celestial Star Studios,windows,"Single-player,Family Sharing","Casual,RPG,Simulation","Jul 18, 2024",844,10128,"Dating Sim,Multiple Endings,Romance,Choose Your Own Adventure,Immersive Sim,Choices Matter,RPG,Interactive Fiction,Visual Novel,First-Person,FMV,Relaxing,Casual,Story Rich,Simulation,Drama,Emotional,Sexual Content,Singleplayer",6.99,21959,USD,"0 .. 20,000",0,0,0,0,1,98,34,132
Golazo! Soccer League,1431040,0,full,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Portugal, Russian, Turkish",Purple Tree S R L,Purple Tree S R L,windows,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together,Family Sharing","Casual,Sports","Nov 2, 2020",702,8424,"Sports,Casual,Arcade,eSports,3D,Cartoon,Cartoony,Colorful,Minimalist,PvP,Physics,Co-op,Local Co-Op,Local Multiplayer,Multiplayer,Singleplayer,4 Player Local,Co-op Campaign,Football (Soccer)",8.99,41080,USD,"0 .. 20,000",0,0,0,0,1,153,39,192
Hero Quest: Tower Conflict,453820,0,none,English,Mihai Morosanu,New Reality Games,"windows,mac,linux","Single-player,Steam Trading Cards,Family Sharing","Action,Casual,Indie,Strategy","Apr 13, 2016",199,2388,"Casual,Indie,Strategy,Action",1.99,6962,USD,"500,000 .. 1,000,000",0,0,0,0,0,48,99,147
Children's Jigsaw Puzzles - Beautifully Illustrated,1634540,0,none,English,Boogygames Studios,Boogygames Studios,windows,"Single-player,Family Sharing","Adventure,Casual,Indie,Simulation","May 27, 2021",18,216,"Puzzle,Family Friendly,Cute,Colorful,Casual,Board Game,Adventure,Simulation,Design & Illustration,Education,Point & Click,2D,Cartoon,Cartoony,Hand-drawn,Minimalist,Stylized,Relaxing,Singleplayer,Indie",1.99,189,USD,"20,000 .. 50,000",0,0,0,0,0,4,0,4
Alchemist Penguin,491390,0,none,English,"Foot in the Box, LLC","Foot in the Box, LLC",windows,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Action,Indie","Jul 1, 2016",74,888,"Action,Indie",1.99,568,USD,"0 .. 20,000",0,0,0,0,0,12,0,12
Spirit Realm,2799930,0,none,"Simplified Chinese, Traditional Chinese",深圳市灵境互娱科技有限公司,深圳市灵境互娱科技有限公司,windows,"Single-player,Steam Cloud,HDR available,Family Sharing","Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access","Jun 21, 2024",6730,80760,"Early Access,RPG,Open World,Sandbox,Adventure,Nonlinear,3D,Action-Adventure,Action RPG,Choose Your Own Adventure,Story Rich,Multiple Endings,3D Platformer,Exploration,Colorful,Realistic,Survival,Magic,Crafting,Level Editor",9.99,111272,USD,"0 .. 20,000",0,0,0,0,34,385,83,468
Breadwinner VR,668220,0,none,English,Neuro Diversion,Neuro Diversion,windows,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Casual,Indie,Simulation","Oct 24, 2017",47,564,"Casual,Simulation,Indie,Arcade,Score Attack,VR",3.99,284,USD,"0 .. 20,000",0,0,0,0,0,2,1,3
Crazy Beat's Junction,1081540,0,full,"English, Japanese",indie-du,indie-du,"windows,mac","Single-player,Full controller support,Family Sharing","Action,Indie,Early Access","Jun 28, 2019",15,180,"Action,Indie,Early Access,Rhythm,Anime,Music,Story Rich",4.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Piggy Jump,1993940,0,none,English,Games By Arthur,Games By Arthur,windows,"Single-player,Family Sharing","Action,Adventure,Casual,Indie","Aug 1, 2022",8,96,"Adventure,Action,Precision Platformer,2D,Pixel Graphics,Perma Death,Physics,PvE,PvP,Singleplayer,Indie,Casual,Action-Adventure,Arcade,Basketball,Difficult",3.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Battle Bows,2250410,0,none,"English, French, German, Spanish - Spain, Japanese, Korean",WIMO Games,WIMO Games,windows,"Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Tracked Controller Support,VR Only,Family Sharing",Action,"Jul 13, 2023",84,1008,"Action,VR,Shooter,Multiplayer,Online Co-Op,Tower Defense,Archery,FPS,Hero Shooter,Combat,PvE,Team-Based,Singleplayer,Co-op",19.99,2854,USD,"0 .. 20,000",0,0,0,0,0,4,2,6
Divine Divinity,214170,0,none,"English, German, French, Russian",Larian Studios,Larian Studios,windows,"Single-player,Family Sharing",RPG,"Jul 5, 2012",8259,99108,"RPG,Fantasy,Isometric,Classic,Action RPG,Singleplayer,Open World,Real-Time with Pause,Hack and Slash,CRPG,Adventure,Exploration,2D,Action,Atmospheric,Story Rich,Great Soundtrack,Funny,Female Protagonist,Cult Classic",5.99,436239,USD,"500,000 .. 1,000,000",0,0,0,0,40,2673,387,3060
Aspect,959260,0,none,"Russian, English, French, German, Simplified Chinese, Swedish",Myrrh creative,Myrrh creative,windows,"Single-player,Family Sharing","Action,Adventure,Indie","Dec 4, 2018",79,948,"Action,Indie,Adventure,Platformer,Runner,Female Protagonist,2D,Cyberpunk,Survival,2D Platformer,Side Scroller,Precision Platformer,Futuristic,Retro,Atmospheric,Linear,Singleplayer",1.99,236,USD,"0 .. 20,000",0,0,0,0,0,2,3,5
Five Steps From Hell,1355410,0,none,English,MadeAtNight,MadeAtNight,windows,"Single-player,Family Sharing","Action,Adventure,Indie","Jul 9, 2020",37,444,"Action,Survival,FPS,First-Person,Horror,Linear,Indie,Singleplayer,Gore,Violent,Adventure",0.99,164,USD,"0 .. 20,000",0,0,0,0,0,7,0,7
Human Madness,1749170,0,none,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Turkish",The One,The One,windows,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Family Sharing","Action,Adventure,Indie,Massively Multiplayer,RPG,Strategy","Oct 21, 2021",124,1488,"Action,Action RPG,Battle Royale,FPS,First-Person,Dark,Character Customization,RPG,Combat,Adventure,Strategy,Multiplayer,Early Access,MMORPG,Shooter,Action-Adventure,Hero Shooter,Tactical RPG,Third-Person Shooter,Wargame",7.99,1711,USD,"0 .. 20,000",0,0,0,0,0,1,8,9
Lawnmower game: Mortal Race,1997880,0,none,English,"Tero Lunkka,Valkeala Software,Blackthug",Tero Lunkka,windows,"Single-player,Steam Achievements,Family Sharing","Adventure,Indie,Racing,Simulation","Jun 1, 2022",275,3300,"Racing,Adventure,Simulation,Automobile Sim,Hidden Object,3D,Cartoon,Driving,Surreal,Funny,Physics,Indie,Linear,Singleplayer,Offroad,Memes,Minimalist",0.99,494,USD,"0 .. 20,000",0,0,0,0,0,17,4,21
An Egg Can Dream,1139100,0,none,English,Floor Chicken,Floor Chicken,windows,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Action,Adventure,Casual,Indie,Simulation","May 19, 2020",27,324,"Physics,Precision Platformer,3D Platformer,Puzzle Platformer,Medieval,Difficult,Platformer,3D,Third Person,Historical,Singleplayer,Controller,Funny,Simulation,Stylized,Cartoony,Time Travel,Demons,Family Friendly,Fantasy",1.99,142,USD,"20,000 .. 50,000",0,0,0,0,0,3,0,3
Fortix 2,45450,0,none,"English, French, German, Hungarian, Italian, Spanish - Spain",Nemesys Games,Nemesys Games,"windows,mac,linux","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Family Sharing","Casual,Indie","May 6, 2011",69,828,"Indie,Casual,Puzzle,Singleplayer,Arcade,Strategy,Action,2D",1.99,12314,USD,"50,000 .. 100,000",0,0,0,0,0,238,22,260
Hypnosis Card 2 Happy Life,3085640,0,none,"English, Russian, Japanese, Simplified Chinese, Traditional Chinese, Korean, Spanish - Spain",Naku Kinoko,"Lovely Games Hentai Club,Lovely Games",windows,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing",undefined,"Oct 25, 2024",0,0,,12.99,51011,USD,"0 .. 20,000",0,0,0,0,11,155,10,165
The Day Before,3301980,0,full,"English, Spanish - Latin America, Spanish - Spain",Studio Test Run,Studio Test Run,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Casual,Indie,Simulation","Nov 19, 2024",15,180,"Casual,Simulation,3D,Singleplayer,Female Protagonist,Walking Simulator,Puzzle,Cartoony,Cute,Indie,Conversation,Emotional",0.99,23,USD,"0 .. 20,000",0,0,0,0,0,1,0,1
Island Rush,2663300,0,none,English,3DI LLC,3DI LLC,windows,"Single-player,Family Sharing",Casual,"Dec 7, 2023",11,132,"Casual,Action,Adventure,Action-Adventure,Platformer,3D Platformer,Colorful,Cute,Atmospheric,Controller,Singleplayer",4.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Hi-Score Recorder,2137800,0,none,English,Matthew Diaz,Matthew Diaz,windows,undefined,Utilities,"Nov 4, 2022",11,132,Utilities,1.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Green Squares,2363680,0,none,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Simplified Chinese, Spanish - Latin America",Spooky Stone,Spooky Stone ,windows,"Single-player,Steam Achievements,Family Sharing","Casual,Indie,Simulation,Strategy","Jul 25, 2023",10,120,"Casual,Arcade,Sandbox,Idler,2D,Indie,Abstract,Colorful,Minimalist,Pixel Graphics,Atmospheric,Strategy,Simulation,Logic,Relaxing,Physics,Singleplayer",0.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Koropokkur in Love ~A Little Fairy’s Tale~,915560,0,none,"English, Japanese",MangaGamer,MangaGamer,"windows,mac,linux","Single-player,Family Sharing","Adventure,Casual,Indie","Sep 27, 2018",498,5976,"Casual,Adventure,Indie,Visual Novel,Anime",14.99,4281,USD,"0 .. 20,000",0,0,0,0,0,10,2,12
INCOMER,2095560,0,none,English,43DM Software,43DM Software,"windows,mac,linux","Single-player,Family Sharing","Action,Adventure","Dec 16, 2022",16,192,"Action,Adventure,RPG,Action RPG,Action-Adventure,Shooter,FPS,2.5D,3D,First-Person,Stylized,1990's,Aliens,Retro,Sci-fi,Combat,Linear,PvE,Singleplayer,Violent",0.99,47,USD,"0 .. 20,000",0,0,0,0,0,1,1,2
Grim Fandango Remastered,316790,0,full,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil","Double Fine Productions,Shiny Shoe",Double Fine Productions,"windows,mac,linux","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Commentary available,Remote Play on TV,Remote Play Together,Family Sharing",Adventure,"Jan 26, 2015",39481,473772,"Adventure,Point & Click,Classic,Story Rich,Comedy,Noir,Cult Classic,Great Soundtrack,Singleplayer,Puzzle,Remake,Atmospheric,Retro,Funny,Dark Humor,1990's,Third Person,Indie,Difficult,Escape Room",14.99,2270433,USD,"500,000 .. 1,000,000",0,0,0,0,40,5787,577,6364
Pro Gymnast Simulator,1214520,0,none,"English, Japanese, French, Italian, German, Spanish - Spain, Korean, Russian, Simplified Chinese, Traditional Chinese",Walaber Entertainment LLC,Walaber Entertainment LLC,"windows,mac","Single-player,Steam Achievements,Steam Workshop,Partial Controller Support,Includes level editor,Family Sharing","Action,Indie,Simulation,Sports","Sep 4, 2020",775,9300,"Physics,Simulation,Difficult,Sports,2.5D,Realistic,Action,Parkour,Precision Platformer,Funny,Controller,Tutorial,Sandbox,Character Customization,Ninja,Bullet Time,Level Editor,Singleplayer,Indie,Casual",14.99,32822,USD,"0 .. 20,000",0,0,0,0,4,85,7,92
Baldur's Gate: Enhanced Edition,228280,0,none,"English, German, French, Spanish - Spain, Polish, Czech, Italian, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Turkish, Russian, Ukrainian, Hungarian",Beamdog,Beamdog,"windows,mac,linux","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud,Family Sharing","Adventure,RPG","Jan 16, 2013",45918,551016,"RPG,Fantasy,Dungeons & Dragons,CRPG,Isometric,Party-Based RPG,Real-Time with Pause,Singleplayer,Story Rich,Character Customization,Old School,Adventure,Co-op,Multiplayer,Online Co-Op,Magic,Atmospheric,Action-Adventure,Remake,Strategy",19.99,6575982,USD,"1,000,000 .. 2,000,000",0,0,0,0,522,12753,1069,13822
Path of Giants,1181400,0,full,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Latin America, Turkish",Journey Bound Games,Journey Bound Games,"windows,mac","Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Family Sharing","Adventure,Casual,Indie","Feb 14, 2020",1586,19032,"Indie,Casual,Adventure,Puzzle,Singleplayer,Relaxing,Snow,Beautiful,Stylized,Family Friendly,Strategy,Fantasy,Nature,Hidden Object,Cute,Atmospheric,Touch-Friendly",8.99,77668,USD,"20,000 .. 50,000",0,0,0,0,3,355,8,363
肥肥大作战 fat battle,994250,0,none,Simplified Chinese,星零工作室,星零工作室,windows,"Single-player,Family Sharing","Casual,Indie,RPG,Strategy,Early Access","Jan 30, 2019",16,192,"Early Access,Indie,Casual,Strategy,RPG",1.99,47,USD,"0 .. 20,000",0,0,0,0,0,0,1,1
Lamentum,1033950,0,full,"English, Spanish - Spain, French, Italian, German, Simplified Chinese, Japanese, Russian, Traditional Chinese, Polish, Portuguese - Brazil, Turkish, Portuguese - Portugal, Spanish - Latin America",Obscure Tales,Neon Doctrine,"windows,linux","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Indie","Aug 27, 2021",6830,81960,"Survival Horror,Blood,Exploration,Action-Adventure,Pixel Graphics,Horror,Psychedelic,2D,Action,Story Rich,Atmospheric,Lovecraftian,Dark,Psychological Horror,Adventure,Gore,Choices Matter,Mystery,Psychological,Top-Down",15.99,210070,USD,"20,000 .. 50,000",0,0,0,0,4,480,72,552
Aces Wild: Manic Brawling Action!,269230,0,none,English,"Culture Attack Studio,Tyler Doak",Culture Attack Studio,windows,"Single-player,Multi-player,Shared/Split Screen,Partial Controller Support,Remote Play Together,Family Sharing","Action,Indie","Jan 31, 2014",1082,12984,"Action,Indie,Beat 'em up,Great Soundtrack,Local Co-Op,Controller,Anime,Spectacle fighter,Bullet Hell,Character Action Game,Hack and Slash,Side Scroller,Fighting,Co-op",9.99,51594,USD,"50,000 .. 100,000",0,0,0,0,0,167,50,217
For The King II,1676840,0,full,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Ukrainian",IronOak Games,Curve Games,windows,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing","Adventure,Indie,RPG,Strategy","Nov 2, 2023",56622,679464,"Adventure,RPG,Strategy,Party-Based RPG,Board Game,Roguelike,Turn-Based Strategy,Roguelite,Tabletop,Multiplayer,Turn-Based Combat,Online Co-Op,Co-op,Fantasy,Local Co-Op,Hex Grid,Local Multiplayer,Open World,Singleplayer,PvP",24.99,6180171,USD,"500,000 .. 1,000,000",1446,656,880,1306,517,7290,3101,10391
Missile Wars,2476170,0,none,English,Rogue NPCs LLP,Rogue NPCs LLP,windows,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,VR Supported,Family Sharing","Action,Indie,Strategy","Feb 16, 2024",9,108,"Action,Strategy,Space Sim,Real Time Tactics,VR,Wargame,3D,Sci-fi,Space,Tactical,Indie,War,PvP,Resource Management,Multiplayer,Singleplayer",7.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Guns Blazing,1470480,0,none,English,DevLiakos,DevLiakos,windows,"Single-player,Family Sharing","Action,Casual,Indie","Dec 1, 2020",23,276,"Action,Shooter,Casual,FPS,Shoot 'Em Up,First-Person,Robots,Sci-fi,Singleplayer,Indie,Procedural Generation",4.99,950,USD,"0 .. 20,000",0,0,0,0,0,7,1,8
